FrameNo,head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.2471785694360733,0.4495999813079834,-0.33739426732063293,0.2950991094112396,0.3518723249435425,-0.14137353003025055,0.3683154284954071,0.3299441933631897,-0.06503985822200775,0.29867780208587646,0.5322372317314148,-0.11568833142518997,0.37490737438201904,0.560265839099884,-0.0424741730093956,0.4383097290992737,0.3245638608932495,-0.117430180311203,0.43902766704559326,0.581156313419342,-0.08607904613018036,0.43225643038749695,0.39654436707496643,-0.01182466745376587,0.43256011605262756,0.5021414756774902,0.011675878427922726,0.5562551617622375,0.4108197093009949,-0.04366449639201164,0.5590648055076599,0.4981503486633301,-0.0056970990262925625,0.6762447357177734,0.4348892271518707,0.050056468695402145,0.6744213104248047,0.4820134937763214,0.0976763591170311
1,0.24892200529575348,0.4495683014392853,-0.09686131775379181,0.29531314969062805,0.35261180996894836,0.01677248626947403,0.37033748626708984,0.3306187689304352,0.05217062309384346,0.29875028133392334,0.5322321057319641,0.021239208057522774,0.37551793456077576,0.5630508661270142,0.05013548582792282,0.43819671869277954,0.3259319067001343,0.018678832799196243,0.43989798426628113,0.5816863775253296,0.010150343179702759,0.433235764503479,0.39640098810195923,-0.006872556172311306,0.43359819054603577,0.5014335513114929,0.006691946182399988,0.5560407042503357,0.4108247458934784,-0.03432074934244156,0.5592536330223083,0.4981381595134735,-0.02296416088938713,0.6762449145317078,0.43288829922676086,0.018060635775327682,0.6748530864715576,0.48099806904792786,0.01997065730392933
2,0.24956010282039642,0.44952911138534546,-0.13566075265407562,0.29573729634284973,0.35262152552604675,0.02241901308298111,0.37154632806777954,0.3318611681461334,0.06774981319904327,0.2987444996833801,0.5322457551956177,0.022427452728152275,0.3758302330970764,0.5630260705947876,0.06471747905015945,0.4390670657157898,0.3268078565597534,0.004187934100627899,0.4400410056114197,0.58171546459198,0.006377879064530134,0.4370417892932892,0.39676982164382935,-0.0028079557232558727,0.4364061951637268,0.5013989210128784,0.0026678803842514753,0.5586852431297302,0.4109693467617035,-0.028948185965418816,0.5622597336769104,0.4980577230453491,-0.03574082627892494,0.6776202917098999,0.43290093541145325,0.026498224586248398,0.6774104237556458,0.4808115065097809,0.0386476069688797
3,0.2502809464931488,0.44931674003601074,-0.12036440521478653,0.2959280014038086,0.35261964797973633,0.014607518911361694,0.37150299549102783,0.33190372586250305,0.05423026159405708,0.2987457811832428,0.5323948264122009,0.016011064872145653,0.3760908246040344,0.5629074573516846,0.05148713290691376,0.43906155228614807,0.32686448097229004,-0.0060620117001235485,0.4410758912563324,0.5818266868591309,-0.0005766123067587614,0.4383460283279419,0.3964836299419403,-0.0018050966318696737,0.43765416741371155,0.5008726716041565,0.001643940107896924,0.5596774220466614,0.4096508026123047,-0.0224368367344141,0.5626413226127625,0.4979011118412018,-0.03025556541979313,0.6776036620140076,0.4329178035259247,0.030682213604450226,0.6775384545326233,0.4807974398136139,0.03805764019489288
4,0.2504886984825134,0.44899722933769226,-0.1568789780139923,0.2961238920688629,0.35258737206459045,0.0022342584561556578,0.37144869565963745,0.3319026231765747,0.044503699988126755,0.2987411916255951,0.5323113799095154,0.003794553456827998,0.3761363923549652,0.5627566576004028,0.04771967604756355,0.43959203362464905,0.3270811438560486,-0.026486951857805252,0.44148531556129456,0.5816652774810791,-0.007234946358948946,0.43862104415893555,0.39649301767349243,-0.0014999754494056106,0.43787357211112976,0.500548243522644,0.0013401382602751255,0.5595957040786743,0.4103245437145233,-0.022785818204283714,0.5625592470169067,0.49754729866981506,-0.03185369446873665,0.6771846413612366,0.43266817927360535,0.0330694317817688,0.6775051355361938,0.48069965839385986,0.046503640711307526
5,0.25110965967178345,0.44882088899612427,-0.16347987949848175,0.2961764335632324,0.352579802274704,0.0010374317644163966,0.37142235040664673,0.3319498598575592,0.04883291944861412,0.298645555973053,0.5323070287704468,0.004975500050932169,0.3760652244091034,0.5621880292892456,0.05337007716298103,0.4396630823612213,0.3272358775138855,-0.023785343393683434,0.44147008657455444,0.5815005302429199,-0.004135103430598974,0.43858176469802856,0.39614903926849365,-0.0020078630186617374,0.43782034516334534,0.499673455953598,0.0018502208404242992,0.5597679615020752,0.4098333716392517,-0.02451411448419094,0.5625036358833313,0.497409462928772,-0.029816342517733574,0.677268385887146,0.4327648878097534,0.03453380987048149,0.677546501159668,0.4804731011390686,0.04833376780152321
6,0.2510720193386078,0.4486033618450165,-0.1465783268213272,0.2962704300880432,0.35258445143699646,0.011202729307115078,0.3713932931423187,0.3319854438304901,0.05399775505065918,0.29861336946487427,0.5323029160499573,0.013862871564924717,0.3760533928871155,0.5619432330131531,0.05764594301581383,0.4396604597568512,0.32779785990715027,-0.015792500227689743,0.4414553940296173,0.5813349485397339,0.0012817936949431896,0.43872538208961487,0.3961600661277771,-0.0016874540597200394,0.4379187226295471,0.49955669045448303,0.0015357472002506256,0.5597212910652161,0.41012662649154663,-0.025578171014785767,0.5625424981117249,0.4972383975982666,-0.03245973959565163,0.6771509051322937,0.43236368894577026,0.035362839698791504,0.6775425672531128,0.48051881790161133,0.044836562126874924
7,0.2510911524295807,0.4486050009727478,-0.10501822084188461,0.29628613591194153,0.3525996506214142,0.02812380902469158,0.3713691532611847,0.3319932520389557,0.05782313644886017,0.29860860109329224,0.5322995185852051,0.038448773324489594,0.3761172592639923,0.5616346597671509,0.07379184663295746,0.4396562874317169,0.32828381657600403,-0.012516907416284084,0.4414551556110382,0.5812158584594727,0.016127673909068108,0.43862441182136536,0.3963090181350708,-0.0017463186522945762,0.4378521144390106,0.4994996190071106,0.0015910937217995524,0.5597035884857178,0.41010329127311707,-0.024942291900515556,0.5625680088996887,0.4972328543663025,-0.030740108340978622,0.6772966980934143,0.43231526017189026,0.03270195052027702,0.677837073802948,0.4804854691028595,0.041181258857250214
8,0.2509397566318512,0.44854024052619934,-0.08151734620332718,0.2963739037513733,0.3526039123535156,0.03793388977646828,0.37134692072868347,0.33179178833961487,0.06563039124011993,0.2986135184764862,0.5322997570037842,0.04900091513991356,0.37617582082748413,0.5616114735603333,0.07940797507762909,0.4396340548992157,0.32857295870780945,0.002217234345152974,0.441537469625473,0.5810603499412537,0.02451954036951065,0.43856093287467957,0.396307110786438,-0.0020273467525839806,0.43779802322387695,0.4994252622127533,0.0018691016593948007,0.5596760511398315,0.40964457392692566,-0.022200195118784904,0.562580943107605,0.49731042981147766,-0.028102677315473557,0.6773091554641724,0.4323038160800934,0.03323933109641075,0.677817702293396,0.4804234802722931,0.04232603684067726
9,0.2507958710193634,0.4482992887496948,-0.07123303413391113,0.2964288592338562,0.3526003062725067,0.047246310859918594,0.3713337481021881,0.3317908048629761,0.07151129096746445,0.2986125648021698,0.5322628021240234,0.05246255174279213,0.3761920928955078,0.5616015195846558,0.07845199853181839,0.43963518738746643,0.32881948351860046,0.008503204211592674,0.4414239823818207,0.5808437466621399,0.025485027581453323,0.43857261538505554,0.3963019549846649,-0.0022376144770532846,0.4378211796283722,0.49932998418807983,0.0020806831307709217,0.5598790049552917,0.4096277356147766,-0.021883726119995117,0.562766969203949,0.4973984360694885,-0.028346648439764977,0.6773298978805542,0.43215855956077576,0.02987307496368885,0.67800372838974,0.4803512990474701,0.0361524373292923
10,0.25077876448631287,0.4481494128704071,-0.09503182023763657,0.2964343726634979,0.3526788055896759,0.0378999337553978,0.37132108211517334,0.33191317319869995,0.0698544830083847,0.29860827326774597,0.5322928428649902,0.03966205567121506,0.37628376483917236,0.5615823268890381,0.07061968743801117,0.4397062659263611,0.3289715051651001,0.00556152081117034,0.44145017862319946,0.5807324647903442,0.016204290091991425,0.4385606348514557,0.39637815952301025,-0.0019047687528654933,0.4377916753292084,0.49933308362960815,0.0017454727785661817,0.5598329305648804,0.40958333015441895,-0.019320452585816383,0.5625686645507812,0.4973931908607483,-0.029206251725554466,0.6770781874656677,0.43195033073425293,0.032858021557331085,0.6779948472976685,0.480357825756073,0.0382237546145916
