FrameNo,head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,-0.009876472875475883,-0.655976414680481,-0.1740380972623825,0.16778114438056946,-0.47711214423179626,-0.0012124244822189212,0.23165875673294067,-0.28438201546669006,-0.10536438226699829,-0.15070392191410065,-0.4935186505317688,0.006800380535423756,-0.20267052948474884,-0.2446550577878952,0.011057485826313496,0.254236102104187,-0.37692269682884216,-0.3268725872039795,-0.19699889421463013,-0.04906129091978073,-0.09432067722082138,0.10970330238342285,0.0053585912100970745,0.004444547928869724,-0.11002162843942642,-0.005998308304697275,-0.0033443171996623278,0.08906286209821701,0.41644105315208435,0.016622815281152725,-0.08418531715869904,0.3823472261428833,0.042706448584795,0.11276137828826904,0.7500438690185547,0.1724824756383896,-0.06942225992679596,0.7305237054824829,0.2127433866262436
1,-0.008342971093952656,-0.6559398770332336,-0.17724299430847168,0.16863422095775604,-0.4744188189506531,-0.0002800760848913342,0.23515427112579346,-0.27713799476623535,-0.10324693471193314,-0.15040531754493713,-0.4935086965560913,0.005513668060302734,-0.20387530326843262,-0.24241529405117035,0.019804753363132477,0.2587609589099884,-0.3754326105117798,-0.32686087489128113,-0.19702088832855225,-0.03851044550538063,-0.06167427450418472,0.10990490764379501,0.005367607809603214,0.005718660540878773,-0.11026010662317276,-0.006011326797306538,-0.0046930923126637936,0.08750171959400177,0.4170999825000763,0.014775089919567108,-0.08126405626535416,0.3835219442844391,0.03042462468147278,0.10364475846290588,0.7500460147857666,0.1841243952512741,-0.0635533258318901,0.7305267453193665,0.20735801756381989
2,-0.00835393089801073,-0.6558991074562073,-0.18173380196094513,0.16812069714069366,-0.47383835911750793,0.00039480719715356827,0.23534609377384186,-0.2744864225387573,-0.09957023710012436,-0.15069878101348877,-0.4938029944896698,0.002965007210150361,-0.20535290241241455,-0.24007068574428558,0.025947092100977898,0.26261165738105774,-0.37627142667770386,-0.32326850295066833,-0.19722791016101837,-0.032278161495923996,-0.04597333446145058,0.11027585715055466,0.005369892809540033,0.00612892908975482,-0.11069075018167496,-0.006016403902322054,-0.0051627391949296,0.08746491372585297,0.41745176911354065,0.014964579604566097,-0.08131562173366547,0.3853102922439575,0.029315495863556862,0.10424723476171494,0.748971164226532,0.20208778977394104,-0.06380502134561539,0.7301572561264038,0.2075629085302353
3,-0.006796466652303934,-0.654654324054718,-0.181561678647995,0.16847936809062958,-0.47169095277786255,0.0026381949428468943,0.23533156514167786,-0.2695835530757904,-0.0987926796078682,-0.15012969076633453,-0.493613064289093,0.002992291934788227,-0.20522432029247284,-0.2388448566198349,0.025315724313259125,0.2624480128288269,-0.3745904266834259,-0.32306113839149475,-0.196578249335289,-0.03119986690580845,-0.05333295091986656,0.11034056544303894,0.005377819761633873,0.007302849553525448,-0.11076627671718597,-0.006027212366461754,-0.0063784257508814335,0.08717590570449829,0.4172516465187073,0.014850183390080929,-0.07981568574905396,0.38587427139282227,0.02431962825357914,0.09628622978925705,0.7480842471122742,0.20186948776245117,-0.06167954206466675,0.730323851108551,0.20161497592926025
4,-0.004733973648399115,-0.6545738577842712,-0.18654996156692505,0.1684429794549942,-0.47034895420074463,0.001968881580978632,0.23419488966464996,-0.2662099599838257,-0.09860824048519135,-0.15014277398586273,-0.49362778663635254,0.000648392247967422,-0.20569436252117157,-0.2381601184606552,0.02963784709572792,0.26224416494369507,-0.3722515106201172,-0.3230568766593933,-0.19677865505218506,-0.028378117829561234,-0.041628144681453705,0.11067643016576767,0.005376327317208052,0.007433537393808365,-0.11112914979457855,-0.0060289776884019375,-0.006527657620608807,0.08719603717327118,0.41736680269241333,0.015707651153206825,-0.07999632507562637,0.3866952359676361,0.02506840042769909,0.09798509627580643,0.7464888691902161,0.21133701503276825,-0.0622439943253994,0.7286532521247864,0.20817020535469055
5,-0.0008402528474107385,-0.6546925902366638,-0.18879058957099915,0.1685512512922287,-0.4691230356693268,0.0017457875655964017,0.2340373992919922,-0.264634907245636,-0.09867291897535324,-0.15014754235744476,-0.49324581027030945,-0.0017442634562030435,-0.20546455681324005,-0.2366361767053604,0.02917463146150112,0.2617322504520416,-0.3690864145755768,-0.3253215253353119,-0.19706417620182037,-0.026797045022249222,-0.04533137008547783,0.11083939671516418,0.005264252424240112,0.008044972084462643,-0.11130478233098984,-0.00593330804258585,-0.007148768752813339,0.08722571283578873,0.4169674515724182,0.016841338947415352,-0.07940211892127991,0.3879421055316925,0.02443983405828476,0.098356232047081,0.7444049715995789,0.21080410480499268,-0.06238017976284027,0.7316910624504089,0.20626063644886017
6,0.002701048506423831,-0.6547361612319946,-0.18904614448547363,0.16853076219558716,-0.4687432050704956,0.0024157229345291853,0.23371034860610962,-0.264728307723999,-0.09486591815948486,-0.1501990109682083,-0.49318307638168335,-0.0025907307863235474,-0.2057066708803177,-0.2359912097454071,0.029475219547748566,0.261944442987442,-0.3691461384296417,-0.3200204372406006,-0.19708481431007385,-0.026364831253886223,-0.043042998760938644,0.11096364259719849,0.005230933427810669,0.00819237157702446,-0.11143467575311661,-0.005904605146497488,-0.007299379911273718,0.08708693832159042,0.41698727011680603,0.01865728758275509,-0.07924830168485641,0.3883344233036041,0.024728363379836082,0.09904775768518448,0.7440361976623535,0.21188706159591675,-0.06286340951919556,0.7316072583198547,0.20654381811618805
7,0.0049758851528167725,-0.6546947956085205,-0.18897952139377594,0.16850599646568298,-0.46857142448425293,0.004302025306969881,0.23406477272510529,-0.2647428810596466,-0.09100665152072906,-0.15029869973659515,-0.4931773245334625,-0.0025868359953165054,-0.2060796618461609,-0.23519687354564667,0.030575474724173546,0.26245978474617004,-0.36950749158859253,-0.3155241906642914,-0.1972491592168808,-0.02584165334701538,-0.040573254227638245,0.11108118295669556,0.005233991891145706,0.00828575249761343,-0.11155390739440918,-0.0059099458158016205,-0.007393926847726107,0.08701765537261963,0.41745075583457947,0.01793309487402439,-0.07958018034696579,0.38835498690605164,0.024639587849378586,0.09927304834127426,0.7444570064544678,0.21142618358135223,-0.06414591521024704,0.7298814654350281,0.2065916210412979
8,0.007816093973815441,-0.6548548936843872,-0.1904991716146469,0.16861648857593536,-0.4681353271007538,0.004163644276559353,0.23366253077983856,-0.26482775807380676,-0.09114157408475876,-0.1502877175807953,-0.4930359721183777,-0.0042873951606452465,-0.2071082890033722,-0.2352907955646515,0.030158912762999535,0.2615267038345337,-0.3695499002933502,-0.31715890765190125,-0.19723929464817047,-0.026029156520962715,-0.04154404625296593,0.11117137223482132,0.005210740026086569,0.008829912170767784,-0.11164042353630066,-0.005892009008675814,-0.007928281091153622,0.08682461082935333,0.41756221652030945,0.018074948340654373,-0.07854599505662918,0.38870203495025635,0.024506213143467903,0.09953553229570389,0.7441740036010742,0.21095551550388336,-0.06372327357530594,0.7297948598861694,0.20777627825737
9,0.010048629716038704,-0.6550830006599426,-0.18726074695587158,0.16849032044410706,-0.46797725558280945,0.010040529072284698,0.23367030918598175,-0.26494577527046204,-0.08448846638202667,-0.15047810971736908,-0.4929509460926056,-0.0036812613252550364,-0.20956707000732422,-0.23463161289691925,0.030059413984417915,0.26152291893959045,-0.36971086263656616,-0.31008055806159973,-0.19784849882125854,-0.02520407922565937,-0.04154710844159126,0.11119379103183746,0.005197067745029926,0.009456850588321686,-0.11166273057460785,-0.0058780512772500515,-0.008549612015485764,0.08654741197824478,0.41768157482147217,0.018057992681860924,-0.07837780565023422,0.38874551653862,0.023366309702396393,0.09929066151380539,0.7448944449424744,0.20549257099628448,-0.06400278955698013,0.7305446863174438,0.2025163620710373
