FrameNo,head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z,running_video
0,0.5163508653640747,0.2257137894630432,-0.2870193123817444,0.5517571568489075,0.2978661060333252,-0.1319528669118881,0.5697969794273376,0.1895366311073303,-0.2181586474180221,0.4835183024406433,0.2982618808746338,-0.1335921883583068,0.4659740626811981,0.1839566528797149,-0.2143273800611496,0.5823984742164612,0.083870530128479,-0.3128067255020141,0.4556701481342315,0.0774131715297699,-0.2936354279518127,0.544104814529419,0.528846800327301,-0.0005663727642968,0.4957872629165649,0.5320761203765869,0.0004432945279404,0.5508902072906494,0.7203232645988464,0.0188505873084068,0.492012083530426,0.7254723310470581,0.0157921407371759,0.5634790658950806,0.888721227645874,0.1487378478050232,0.4800076782703399,0.8983740210533142,0.1420647948980331,0
1,0.5163178443908691,0.2272126227617263,-0.2664262652397156,0.5517677068710327,0.297164648771286,-0.1183388978242874,0.5702973008155823,0.1900103837251663,-0.1817190498113632,0.4835541844367981,0.2975116670131683,-0.1316564530134201,0.4659740626811981,0.1837823987007141,-0.2244895547628402,0.5824099779129028,0.0838149562478065,-0.2503162324428558,0.4562132954597473,0.077358990907669,-0.3054376542568207,0.5440345406532288,0.5284240245819092,0.0018557778093963,0.4955754280090332,0.5320254564285278,-0.0019358375575393,0.5510095953941345,0.7166212797164917,0.024069033563137,0.4918681383132934,0.7226424813270569,0.0132390921935439,0.5634218454360962,0.8867234587669373,0.1550924926996231,0.4799962341785431,0.8938848376274109,0.1408872306346893,0
2,0.5156978368759155,0.2291473895311355,-0.3058734536170959,0.5519654154777527,0.2966084778308868,-0.1646116226911544,0.5704492330551147,0.1904527395963668,-0.2462319284677505,0.4840443432331085,0.2974317967891693,-0.1694404780864715,0.4661459624767303,0.1842281371355056,-0.2860128283500671,0.5822682976722717,0.0814650431275367,-0.3186514675617218,0.4579009711742401,0.0773801952600479,-0.3897280991077423,0.5440365672111511,0.5284647345542908,0.0034355151001363,0.4952656030654907,0.532093346118927,-0.0035485117696225,0.5511168241500854,0.7155240178108215,0.0343739576637744,0.4914230704307556,0.7218826413154602,0.0173748768866062,0.5634276270866394,0.8850146532058716,0.1607067286968231,0.4799122512340545,0.8928937315940857,0.1428520232439041,0
3,0.5155309438705444,0.2301871478557586,-0.2841243743896484,0.5519780516624451,0.2954981029033661,-0.1630625277757644,0.5708228349685669,0.1915502548217773,-0.2449774593114853,0.4842557609081268,0.2966964840888977,-0.1590376794338226,0.4666576087474823,0.1842913180589676,-0.2606987059116363,0.5824688076972961,0.0816545709967613,-0.3070752024650574,0.4589836001396179,0.0780153423547744,-0.3526196777820587,0.5440513491630554,0.5281663537025452,0.0034056827425956,0.4951751828193664,0.5319771766662598,-0.0035135967191308,0.5513160824775696,0.713977575302124,0.0303612165153026,0.4909418821334839,0.7211502194404602,0.0130774667486548,0.5635744333267212,0.8831008672714233,0.1590887606143951,0.479489266872406,0.8926015496253967,0.1365728825330734,0
4,0.5151383280754089,0.2300489544868469,-0.2845804393291473,0.5520568490028381,0.2950160801410675,-0.1548746079206466,0.5708637237548828,0.1916960775852203,-0.2366478592157364,0.4844429790973663,0.2966047823429107,-0.1545263677835464,0.4666752815246582,0.1842959821224212,-0.2569268047809601,0.5822144150733948,0.0807502493262291,-0.3049705624580383,0.4597909152507782,0.0780455768108367,-0.3463067412376404,0.544014036655426,0.528290331363678,0.0034751005005091,0.4949235916137695,0.5320636034011841,-0.0035831786226481,0.5513306260108948,0.7140339016914368,0.0351815037429332,0.4908543229103088,0.7211785912513733,0.0178305320441722,0.5636284351348877,0.882451593875885,0.1617323607206344,0.4794864952564239,0.8926254510879517,0.1404658406972885,0
5,0.5151287913322449,0.2300479412078857,-0.2848380208015442,0.552059531211853,0.2935455441474914,-0.1527614742517471,0.5710546374320984,0.1916532516479492,-0.2187913358211517,0.4845562875270843,0.2959531247615814,-0.1538172215223312,0.4671063125133514,0.1842851489782333,-0.2565398514270782,0.5822128057479858,0.0802003964781761,-0.2812539041042328,0.4604050517082214,0.0781959071755409,-0.3440427184104919,0.5440006852149963,0.5280969142913818,0.0039210659451782,0.4948784112930298,0.5319095849990845,-0.0040269498713314,0.5513594746589661,0.7140887379646301,0.0348306410014629,0.4908590912818908,0.7202774882316589,0.0124082649126648,0.5637356638908386,0.8820144534111023,0.1619663089513778,0.4793975055217743,0.8922999501228333,0.1395670473575592,0
6,0.5153427720069885,0.2305440455675125,-0.2850030064582824,0.5521824359893799,0.2935531139373779,-0.1525374203920364,0.5711195468902588,0.1920365393161773,-0.2191512882709503,0.4846859276294708,0.2959464490413666,-0.1570867598056793,0.4671180546283722,0.1843482702970504,-0.269396424293518,0.5821602940559387,0.080442301928997,-0.2915031015872955,0.4609695374965668,0.0781747922301292,-0.3613887131214142,0.5440271496772766,0.5281625390052795,0.0047955955378711,0.4948707520961761,0.5320107340812683,-0.0049114199355244,0.5515047907829285,0.7140551805496216,0.0340602211654186,0.4908168017864227,0.7201029062271118,0.011869877576828,0.5637416243553162,0.8813896179199219,0.1615390181541443,0.4791483283042907,0.8924857974052429,0.1364223957061767,0
7,0.5153837203979492,0.2305470556020736,-0.2832240760326385,0.5522553324699402,0.2934971451759338,-0.1499420553445816,0.571167528629303,0.1922738403081894,-0.2228187173604965,0.4849349856376648,0.2959414422512054,-0.154155433177948,0.4671251475811004,0.1845759600400924,-0.2651033401489258,0.5821630358695984,0.0808305889368057,-0.3018441200256347,0.4610949158668518,0.078223317861557,-0.3581800162792206,0.5439549088478088,0.5281615257263184,0.0047802436165511,0.4946214854717254,0.5319997668266296,-0.0048954323865473,0.5514503717422485,0.7140756249427795,0.0307793878018856,0.4907480180263519,0.7197953462600708,0.0119898561388254,0.5637273788452148,0.881379246711731,0.1635617315769195,0.4791568219661712,0.8907760977745056,0.1421166211366653,0
8,0.5150925517082214,0.2305155545473098,-0.2901922762393951,0.5521969199180603,0.2935031056404114,-0.150411382317543,0.5715038776397705,0.1923655569553375,-0.2230616211891174,0.484913170337677,0.295936644077301,-0.1606604754924774,0.4675332009792328,0.1845850646495819,-0.2759580016136169,0.5821515917778015,0.0810465812683105,-0.301019936800003,0.4609927833080292,0.0782313644886016,-0.3760805130004883,0.5439296960830688,0.5280668139457703,0.0052302600815892,0.4945720136165619,0.5319556593894958,-0.0053495257161557,0.5514861941337585,0.7139175534248352,0.0365120731294155,0.4907151460647583,0.7190696597099304,0.0120539395138621,0.5638865828514099,0.8814682364463806,0.1620660126209259,0.4790620803833008,0.8913061022758484,0.1376108527183532,0
9,0.5151442289352417,0.2306262552738189,-0.3116741776466369,0.5523005127906799,0.2940244376659393,-0.167690023779869,0.5714991688728333,0.192437544465065,-0.2524567246437073,0.4849931299686432,0.2959631979465484,-0.1829181313514709,0.4676738083362579,0.1845896393060684,-0.3075885474681854,0.5819294452667236,0.0810261294245719,-0.338033527135849,0.4609306752681732,0.077429823577404,-0.4134999215602875,0.5439760088920593,0.5280695557594299,0.0058216382749378,0.4945609271526336,0.5319921374320984,-0.005958804860711,0.5515477657318115,0.7138012051582336,0.0360206924378871,0.4907086789608001,0.7190415263175964,0.0130629101768136,0.5638756155967712,0.8810967206954956,0.1632073819637298,0.4789808988571167,0.891402542591095,0.1394389122724533,0
