FrameNo,head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.5136880278587341,0.28567731380462646,-0.2591974437236786,0.5475278496742249,0.3291689455509186,-0.13704504072666168,0.564574658870697,0.2456325888633728,-0.19695435464382172,0.4893496632575989,0.32737457752227783,-0.12954232096672058,0.47460880875587463,0.2421993613243103,-0.18272414803504944,0.5773621201515198,0.15621459484100342,-0.26365530490875244,0.47486838698387146,0.13905417919158936,-0.2350841462612152,0.5378323793411255,0.5422366857528687,-0.010193048976361752,0.4938369393348694,0.5398112535476685,0.010144397616386414,0.5431641340255737,0.6758804321289062,0.006676497869193554,0.4857308566570282,0.6747785210609436,0.02783861756324768,0.5492871403694153,0.8095176815986633,0.1493643969297409,0.48568886518478394,0.7975010275840759,0.1784203052520752
1,0.5139263868331909,0.2856919467449188,-0.2541796565055847,0.5474289059638977,0.32892024517059326,-0.12713244557380676,0.5645045042037964,0.24855247139930725,-0.18011920154094696,0.4893396198749542,0.32736828923225403,-0.12958884239196777,0.47490444779396057,0.2430787831544876,-0.1894831359386444,0.5773686766624451,0.1562138795852661,-0.23787279427051544,0.474835604429245,0.1400325447320938,-0.23828227818012238,0.5379178524017334,0.5413393378257751,-0.006398260593414307,0.49416229128837585,0.5396854281425476,0.006350355688482523,0.5426148176193237,0.6757466197013855,0.03589068353176117,0.4860474765300751,0.6747550964355469,0.04094552621245384,0.5482624769210815,0.8046302795410156,0.1751377284526825,0.4857974946498871,0.7983616590499878,0.18450340628623962
2,0.5145958662033081,0.2856987416744232,-0.22991707921028137,0.5474278926849365,0.3281554877758026,-0.11126566678285599,0.5640442967414856,0.25216519832611084,-0.16951411962509155,0.48931923508644104,0.327202707529068,-0.10119934380054474,0.47569331526756287,0.24336469173431396,-0.16170887649059296,0.577056348323822,0.15673914551734924,-0.22733862698078156,0.47484126687049866,0.14037853479385376,-0.2138776183128357,0.5377336740493774,0.5407229661941528,-0.007239555940032005,0.49420827627182007,0.5396419167518616,0.007197516970336437,0.5420101284980774,0.6770319938659668,0.03124374710023403,0.4860706329345703,0.6747560501098633,0.05539845675230026,0.547625720500946,0.8047203421592712,0.17078407108783722,0.48617494106292725,0.7979544401168823,0.2021399289369583
3,0.5145859718322754,0.2857581675052643,-0.2421920895576477,0.5472898483276367,0.3280681073665619,-0.11717642843723297,0.5638734102249146,0.2526726722717285,-0.17498032748699188,0.48920032382011414,0.32718560099601746,-0.11749809235334396,0.4759640693664551,0.24391403794288635,-0.18203161656856537,0.5768797993659973,0.1567138135433197,-0.23581306636333466,0.47501423954963684,0.14216594398021698,-0.23150776326656342,0.5378639698028564,0.5401787161827087,-0.0052595012821257114,0.49436622858047485,0.5396496057510376,0.005215559620410204,0.5420132875442505,0.6772546768188477,0.033421218395233154,0.48628729581832886,0.674915075302124,0.04983160272240639,0.5468261241912842,0.8050146698951721,0.1752438247203827,0.48618581891059875,0.8001545667648315,0.19689732789993286
4,0.5146499872207642,0.28603968024253845,-0.2667631208896637,0.5471065640449524,0.32804057002067566,-0.13960395753383636,0.5638328790664673,0.25252842903137207,-0.19549573957920074,0.4891496002674103,0.3271650969982147,-0.12884481251239777,0.4761143922805786,0.24539193511009216,-0.19029518961906433,0.5768077969551086,0.15597419440746307,-0.24922488629817963,0.4749920070171356,0.14317654073238373,-0.2517889738082886,0.5378640294075012,0.5395922660827637,-0.007276155985891819,0.49440842866897583,0.5396478176116943,0.007200801745057106,0.5417681932449341,0.6772516965866089,0.03158647194504738,0.48629534244537354,0.6749497056007385,0.061945345252752304,0.5465906858444214,0.8052093982696533,0.1747111678123474,0.4862052798271179,0.7999141812324524,0.20888319611549377
5,0.5147619843482971,0.2859126627445221,-0.2584401071071625,0.5470696687698364,0.3278713524341583,-0.1263238489627838,0.5635759234428406,0.2542535364627838,-0.17665261030197144,0.48914432525634766,0.32696807384490967,-0.12865935266017914,0.47643783688545227,0.24546539783477783,-0.18871913850307465,0.576768696308136,0.15721800923347473,-0.23327608406543732,0.4749930202960968,0.14318916201591492,-0.24514690041542053,0.5378467440605164,0.5394547581672668,-0.005994162056595087,0.4946233332157135,0.5396560430526733,0.005922997836023569,0.5416889190673828,0.6771923303604126,0.03540467843413353,0.48648419976234436,0.6746777296066284,0.05699910968542099,0.5462563633918762,0.8055429458618164,0.17771056294441223,0.48621633648872375,0.7997613549232483,0.2043275535106659
6,0.5148100256919861,0.2863301634788513,-0.2546887993812561,0.5471038222312927,0.3273909389972687,-0.12608712911605835,0.5635809302330017,0.2540481984615326,-0.17807559669017792,0.489181250333786,0.32696086168289185,-0.11548247933387756,0.47639408707618713,0.24567678570747375,-0.1674821674823761,0.5767985582351685,0.15692847967147827,-0.23625527322292328,0.4746502935886383,0.14331941306591034,-0.22185344994068146,0.5378379821777344,0.5393017530441284,-0.008077898994088173,0.4946269392967224,0.5396473407745361,0.008023184724152088,0.5416812300682068,0.6772432327270508,0.034342050552368164,0.4864487051963806,0.6748522520065308,0.058553218841552734,0.5461666584014893,0.8056460618972778,0.17614100873470306,0.4862056374549866,0.7996768355369568,0.20620261132717133
7,0.5145396590232849,0.2862454056739807,-0.25462019443511963,0.5470938086509705,0.32733333110809326,-0.1261609047651291,0.5638206005096436,0.25395840406417847,-0.17914412915706635,0.48915529251098633,0.3269614577293396,-0.11599990725517273,0.4763452410697937,0.24552053213119507,-0.17061392962932587,0.5768119692802429,0.1569172590970993,-0.2376064509153366,0.4745805561542511,0.14331327378749847,-0.22474387288093567,0.5378185510635376,0.5392753481864929,-0.00803676713258028,0.4946509897708893,0.5396889448165894,0.00798281654715538,0.5416881442070007,0.6775367856025696,0.03373194485902786,0.48650965094566345,0.6750038266181946,0.05750717595219612,0.5461575388908386,0.8061504364013672,0.17508664727210999,0.4862689971923828,0.8004046678543091,0.20484158396720886
8,0.5145412683486938,0.28624334931373596,-0.25086405873298645,0.547029435634613,0.32742613554000854,-0.1238798201084137,0.5636706948280334,0.2544127106666565,-0.17945647239685059,0.48917272686958313,0.3271176517009735,-0.11655593663454056,0.4764311611652374,0.24562524259090424,-0.1708289235830307,0.576742947101593,0.15754801034927368,-0.23845331370830536,0.4745781123638153,0.14318574965000153,-0.22603312134742737,0.5377956032752991,0.5392884016036987,-0.008193034678697586,0.4948781430721283,0.5397237539291382,0.008141745813190937,0.5415768027305603,0.6775267720222473,0.03372848033905029,0.48658448457717896,0.6749523282051086,0.058299269527196884,0.546167254447937,0.8047275543212891,0.18079881370067596,0.4862706959247589,0.8003854155540466,0.2083633989095688
9,0.5146496295928955,0.2867472469806671,-0.23854400217533112,0.5470941662788391,0.32711103558540344,-0.1169930025935173,0.5636370182037354,0.25480762124061584,-0.17643031477928162,0.489248663187027,0.32711583375930786,-0.10170649737119675,0.4764007031917572,0.2456553429365158,-0.15556111931800842,0.5767759680747986,0.1574845165014267,-0.23699027299880981,0.4744759500026703,0.14325127005577087,-0.21121209859848022,0.5377976894378662,0.5392831563949585,-0.00938254315406084,0.4948689639568329,0.5397258400917053,0.009344694204628468,0.5415337085723877,0.6778820753097534,0.030123049393296242,0.4863823652267456,0.6749088168144226,0.06022133678197861,0.5459966063499451,0.8051216006278992,0.17120452225208282,0.4862467646598816,0.7989585399627686,0.20919378101825714
